user_id,genres,app_name,item_id
76561197970982479,Action Casual Indie Simulation Strategy,Lost Summoner Kitty,761140.0
76561197970982479,Free to Play Indie RPG Strategy,Ironbound,643980.0
76561197970982479,Casual Free to Play Indie Simulation Sports,Real Pool D  Poolians,670290.0
76561197970982479,Action Adventure Simulation,Battle Royale Trainer,772540.0
76561197970982479,Free to Play Indie Simulation Sports,SNOW  All Access Pro Pass,774277.0
76561197970982479,Free to Play Indie Simulation Sports,SNOW  All Access Legend Pass,774278.0
76561197970982479,Action Adventure Casual Indie RPG,Army of Tentacles Not A Cthulhu Dating Sim Black GOAT of the Woods Edition,770380.0
76561197970982479,Casual Indie,Beach Rules,768880.0
76561197970982479,Casual Indie Simulation,Planetarium   Zen Odyssey,765320.0
76561197970982479,Adventure Casual Indie Simulation Strategy,The first thrust of God,773650.0
76561197970982479,Free to Play Indie Simulation Sports,SNOW  Starter Pack,774271.0
76561197970982479,Adventure Casual Indie Simulation Strategy,The first thrust of God  All Aircrafts,773690.0
76561197970982479,Free to Play Indie Simulation Sports,SNOW  Lifetime Pack,774279.0
76561197970982479,Action Adventure Indie,The Warrior Of Treasures,768060.0
76561197970982479,Racing Simulation Sports,RC Plane   Canyon Scenario,775880.0
76561197970982479,Racing Simulation Sports,RC Plane   FB,775881.0
76561197970982479,Action Indie,DinoBlaster,653960.0
76561197970982479,Action Indie Racing,Carmageddon Max Pack,282010.0
76561197970982479,Action,HalfLife,70.0
76561197970982479,Action Indie RPG,Fallen Mage,752360.0
76561197970982479,Casual Indie Simulation,Vaporwave Simulator,766850.0
76561197970982479,Adventure Casual Indie RPG,Bitcoin Clicker,716110.0
76561197970982479,Strategy,Disciples II Galleans Return,1640.0
76561197970982479,Strategy,Disciples II Rise of the Elves,1630.0
76561197970982479,Action Indie RPG,The Ship Murder Party,2400.0
76561197970982479,Action Indie Strategy Early Access,Souland,759920.0
76561197970982479,Action Adventure Indie RPG,TAROTICA VOO DOO,603280.0
76561197970982479,Casual Strategy Early Access,Chronicles of Vinland,753110.0
76561197970982479,Action Indie,Orbitality,753100.0
76561197970982479,Action Adventure Casual,Atomic Adam Episode ,764280.0
76561197970982479,Action,Advent Rising,3800.0
76561197970982479,Indie Strategy,DEFCON,1520.0
76561197970982479,Action Indie RPG,The Ship Single Player,2420.0
76561197970982479,Indie Simulation,Garrys Mod,4000.0
76561197970982479,Racing,RACE  The WTCC Game,4230.0
76561197970982479,Casual Indie,Zen of Sudoku,4900.0
76561197970982479,Casual Indie,Gumboy  Crazy Adventures,2520.0
76561197970982479,Strategy,Ghost Master,6200.0
76561197970982479,Strategy,Vegas Make It Big,6210.0
76561197970982479,Adventure RPG,Dreamfall The Longest Journey,6300.0
76561197970982479,Racing,FlatOut ,2990.0
76561197970982479,Racing,FlatOut,6220.0
76561197970982479,Action Adventure,Lost Planet Extreme Condition,6510.0
76561197970982479,Strategy,CivCity Rome,3980.0
76561197970982479,RPG,Arx Fatalis,1700.0
76561197970982479,Action Adventure RPG,The Longest Journey,6310.0
76561197970982479,Strategy,Civilization IV Warlords,3990.0
76561197970982479,Strategy,Railroad Tycoon ,7610.0
76561197970982479,Strategy,Sid Meiers Railroads,7600.0
76561197970982479,Strategy,Railroad Tycoon II Platinum,7620.0
76561197970982479,Strategy,XCOM Terror From the Deep,7650.0
76561197970982479,Action Adventure,Tomb Raider Anniversary,8000.0
76561197970982479,Action,Devil May Cry  Special Edition,6550.0
76561197970982479,Action Adventure,Sam  Max  Culture Shock,8200.0
76561197970982479,Action,Final DOOM,2290.0
76561197970982479,Action Adventure,Sam  Max  Situation Comedy,8210.0
76561197970982479,Action,Ultimate Doom,2280.0
76561197970982479,Action,Master Levels for Doom II,9160.0
76561197970982479,Action,DOOM II,2300.0
76561197970982479,Action,Wolfenstein D,2270.0
76561197970982479,Action,Return to Castle Wolfenstein,9010.0
76561197970982479,Action,QUAKE Mission Pack  Scourge of Armagon,9040.0
76561197970982479,Action,Spear of Destiny,9000.0
76561197970982479,Action,BloodRayne,3810.0
76561197970982479,Action,QUAKE Mission Pack  Dissolution of Eternity,9030.0
76561197970982479,Action,QUAKE,2310.0
76561197970982479,Strategy,Genesis Rising,3230.0
76561197970982479,Strategy,Warhammer  Dawn of War  Winter Assault,9310.0
76561197970982479,Action RPG,BioShock,7670.0
76561197970982479,Strategy,Warhammer  Dawn of War  Game of the Year Edition,4570.0
76561197970982479,Strategy,Warhammer  Dawn of War  Dark Crusade,4580.0
76561197970982479,Strategy,Rome Total War  Collection,4760.0
76561197970982479,Strategy,Rome Total War  Alexander,4770.0
76561197970982479,Casual,Mystery Case Files Madame Fate,50970.0
76561197970982479,Action,Manhunt,12130.0
76561197970982479,Racing,Midnight Club ,12160.0
76561197970982479,Action,Max Payne  The Fall of Max Payne,12150.0
76561197970982479,Action Adventure,Tomb Raider Legend,7000.0
76561197970982479,Action,Max Payne,12140.0
76561197970982479,Strategy,Command  Conquer Red Alert ,17480.0
76561197970982479,Casual,PuzzleQuest Challenge of the Warlords,12500.0
76561197970982479,RPG Casual Adventure,Culpa Innata,12310.0
76561197970982479,Strategy,Prison Tycoon  Lockdown,12510.0
76561197970982479,Action Adventure Strategy,Hunting Unlimited ,12530.0
76561197970982479,Racing, Wheels of Steel American Long Haul,12520.0
76561197970982479,Action,Conflict Denied Ops,8100.0
76561197970982479,Action,ARMA Combat Operations,2780.0
76561197970982479,Action,Desperados  Coopers Revenge,9710.0
76561197970982479,Action Adventure,Death to Spies,9800.0
76561197970982479,Action,Act of War High Treason,9760.0
76561197970982479,Simulation Strategy,RollerCoaster Tycoon  Platinum,2700.0
76561197970982479,Action,Act of War Direct Action,2710.0
76561197970982479,Action,Unreal  The Awakening,13200.0
76561197970982479,Action,Unreal Gold,13250.0
76561197970982479,Casual Indie,Ninja Reflex Steamworks Edition,13000.0
76561197970982479,Action,Tom Clancys Splinter Cell,13560.0
76561197970982479,Action,Far Cry,13520.0
76561197970982479,Action,Unreal Tournament Game of the Year Edition,13240.0
76561197970982479,Action,Tom Clancys Rainbow Six Vegas,13540.0
76561197970982479,Simulation,Silent Hunter III,15210.0
76561197970982479,Casual Simulation,Virtual Villagers  The Secret City,16180.0
76561197970982479,Casual,Mystery PI  The Vegas Heist,3520.0
76561197970982479,Casual,Luxor,15970.0
76561197970982479,Casual,Reaxxion,15950.0
76561197970982479,Casual,Little Farm,15960.0
76561197970982479,Casual, Wonders II,15900.0
76561197970982479,Casual,Luxor Amun Rising,15910.0
76561197970982479,Casual,Luxor ,15930.0
76561197970982479,Simulation,Petz Horsez ,15160.0
76561197970982479,Casual,Luxor ,15920.0
76561197970982479,Action Adventure,Rayman Raving Rabbids,15080.0
76561197970982479,Simulation,Silent Hunter Wolves of the Pacific,15200.0
76561197970982479,Simulation,IL Sturmovik ,15320.0
76561197970982479,Simulation,Silent Hunter Wolves of the Pacific UBoat Missions,15240.0
76561197970982479,Adventure,Bone Out From Boneville,8310.0
76561197970982479,Racing,Midnight Outlaw  Hours to SunUp,12600.0
76561197970982479,Adventure,Bone The Great Cow Race,8320.0
76561197970982479,Racing,Sprint Cars Road to Knoxville,12590.0
76561197970982479,Simulation,Ride Carnival Tycoon,12560.0
76561197970982479,Casual,Mahjongg Investigations Under Suspicion,12540.0
76561197970982479,Adventure,Dracula Origin,11050.0
76561197970982479,Adventure RPG,Sherlock Holmes  Nemesis,11040.0
76561197970982479,Adventure Indie,Eternitys Child,19500.0
76561197970982479,Simulation Strategy,Pacific Storm Allies,11260.0
76561197970982479,Action Indie,Tank Universal,19200.0
76561197970982479,Racing,FlatOut Ultimate Carnage,12360.0
76561197970982479,Adventure,Oddworld Abes Exoddus,15710.0
76561197970982479,Adventure,Oddworld Abes Oddysee,15700.0
76561197970982479,Racing,GTR Evolution Expansion Pack for RACE ,8660.0
76561197970982479,Strategy,XCOM Enforcer,7770.0
76561197970982479,Strategy,XCOM Apocalypse,7660.0
76561197970982479,Strategy,XCOM UFO Defense,7760.0
76561197970982479,Action RPG,STALKER Clear Sky,20510.0
76561197970982479,Action,Crysis Warhead,17330.0
76561197970982479,Action,Crysis,17300.0
76561197970982479,Strategy,XCOM Interceptor,7730.0
76561197970982479,Action RPG,The Witcher Enhanced Edition Directors Cut,20900.0
76561197970982479,Indie,Multiwinia,1530.0
76561197970982479,Racing,STCC  The Game   Expansion Pack for RACE ,8690.0
76561197970982479,Strategy Simulation,Children of the Nile Alexandria,17120.0
76561197970982479,Strategy,Sid Meiers Civilization IV Colonization,16810.0
76561197970982479,Action,Tom Clancys Rainbow Six  Gold,19830.0
76561197970982479,Action Adventure,LEGO Batman,21000.0
76561197970982479,Simulation Strategy,City Life ,4460.0
76561197970982479,RPG Strategy,Hinterland,17140.0
76561197970982479,Action,Brothers in Arms Hells Highway,15390.0
76561197970982479,Indie Casual,Gravitron ,21300.0
76561197970982479,Racing,Xpand Rally Xtreme,3050.0
76561197970982479,Strategy,Heroes of Might  Magic V Hammers of Fate,15380.0
76561197970982479,Action,Brothers in Arms Earned in Blood,19800.0
76561197970982479,Strategy,Heroes of Might  Magic V Tribes of the East,15370.0
76561197970982479,Strategy,The Settlers Rise Of An Empire Gold Edition,19930.0
76561197970982479,Casual,Brain Spa,15350.0
76561197970982479,Action,The Sum of All Fears,19810.0
76561197970982479,Casual,Peggle Nights,3540.0
76561197970982479,Indie,World of Goo,22000.0
76561197970982479,Action Simulation Strategy,X Terran Conflict,2820.0
76561197970982479,Action,Mare Nostrum,1230.0
76561197970982479,Casual Indie,Spectraball,18300.0
76561197970982479,Indie Casual Sports,Galactic Bowling,20200.0
76561197970982479,Action Adventure,Bully Scholarship Edition,12200.0
76561197970982479,Action,Far Cry  Fortunes Edition,19900.0
76561197970982479,Action Indie Strategy,Space Trader Merchant Marine,11240.0
76561197970982479,Simulation,PRR Wagon Pack ,256522.0
76561197970982479,Simulation,Class  London South East Jaffa Cake,275144.0
76561197970982479,Simulation,ATSF Wagon Pack ,256521.0
76561197970982479,Simulation,GP Union Pacific Addon Livery,222569.0
76561197970982479,Simulation,UK Van Wagon Pack,256535.0
76561197970982479,Simulation,CSX SDMAC Addon Livery,256611.0
76561197970982479,Simulation,CSX ESAC Addon Livery,256576.0
76561197970982479,Action,Saints Row ,9480.0
76561197970982479,Action,Dead Space,17470.0
76561197970982479,RPG,Rise of the Argonauts,12770.0
76561197970982479,Action Adventure,Mirrors Edge,17410.0
76561197970982479,Indie Strategy,Defense Grid The Awakening,18500.0
76561197970982479,Action,FEAR  Project Origin,16450.0
76561197970982479,Strategy Indie,Harvest Massive Encounter,15400.0
76561197970982479,Indie Strategy,Mayhem Intergalactic,18600.0
76561197970982479,Action Indie,Larva Mortus,11340.0
76561197970982479,Strategy,Knights of Honor,25830.0
76561197970982479,Action Adventure Strategy,Ceville,23460.0
76561197970982479,Strategy,Empire Total War  Special Forces Units  Bonus Content,10600.0
76561197970982479,Action,Watchmen The End is Nigh,21010.0
76561197970982479,Action Adventure Indie,Penumbra Overture,22180.0
76561197970982479,Action,Unreal Tournament  Black,13210.0
76561197970982479,RPG,Drakensang,12640.0
76561197970982479,Indie Simulation,The Graveyard,27020.0
76561197970982479,Racing,Burnout Paradise The Ultimate Box,24740.0
76561197970982479,Action Indie,The Maw,26000.0
76561197970982479,Action Indie,The Maw River Redirect,26006.0
76561197970982479,Action Indie,The Maw Brute Force,26005.0
76561197970982479,Casual Indie,Obulis,11330.0
76561197970982479,Indie,Space Giraffe,27800.0
76561197970982479,Simulation Strategy,Codename Panzers  Cold War,9850.0
76561197970982479,Casual,Escape Rosecliff Island,3600.0
76561197970982479,RPG Massively Multiplayer,Guild Wars Nightfall,29580.0
76561197970982479,RPG Massively Multiplayer,Guild Wars,29540.0
